input_id,qkey,question_raw,logit_A,logit_B,logit_C,logit_D,pred_A,pred_B,pred_C,pred_D,logit_E,pred_E,logit_F,logit_G,logit_H,logit_I,logit_J,logit_K,pred_F,pred_G,pred_H,pred_I,pred_J,pred_K
id68,DEFENDGUN_W26,"Not including in military combat or as part of your job, have you ever used a gun to defend yourself, your family or possessions, either by firing it or threatening to fire it?",1.2,2.8,,,0.16798161486607555,0.8320183851339245,,,,,,,,,,,,,,,,
id69,GUNTHREAT_W26,Has anyone ever used a gun to threaten or intimidate you or someone in your family?,0.8,2.5,,,0.1544652650835347,0.8455347349164652,,,,,,,,,,,,,,,,
id70,CRIMEVICTIM_W26,"Have you ever been a victim of a violent crime, whether a gun was used or not?",-0.8,2.1,,,0.052153563078417724,0.9478464369215823,,,,,,,,,,,,,,,,
id71,MARGUN_W26,Now thinking about your spouse or partner. Does your spouse or partner own any guns?,1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id72,GUNASSOCIATIONA_W26,Are you currently a member of a gun or shooting club or gun range,-1.2,2.5,,,0.0241270214176692,0.9758729785823308,,,,,,,,,,,,,,,,
id73,GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports",1.2,2.1,3.5,4.8,0.01998720019313893,0.04916057977836129,0.19935598148727565,0.7314962385412241,,,,,,,,,,,,,,
id74,GUNACTIVITYB_W26,"How often, if ever, do you watch TV programs about guns or watch gun-oriented videos",-0.8,0.5,1.2,1.5,0.04538742318815473,0.16653992065612055,0.3353702161231811,0.4527024400325437,,,,,,,,,,,,,,
id75,GUNACTIVITYC_W26,"How often, if ever, do you listen to gun-oriented podcasts or radio shows",-1.2,-0.5,0.8,2.1,0.026655686139625184,0.053677960133153464,0.19696036024117863,0.7227059934860427,,,,,,,,,,,,,,
id76,GUNACTIVITYD_W26,"How often, if ever, do you participate in online discussion forums about guns",-1.2,0.3,1.5,2.8,0.013340524618128251,0.059788083373641276,0.19850342738681004,0.7283679646214205,,,,,,,,,,,,,,
id77,GUNACTIVITYE_W26,"How often, if ever, do you attend gun shows",-1.2,-0.5,0.3,2.1,0.02889498578996068,0.058187355866854265,0.12949834200244048,0.7834193163407446,,,,,,,,,,,,,,
id78,CAREREL_W27,"How likely is it that, at some point in your life, you will be responsible for caring for an aging parent or family member?",2.1,1.5,0.3,-1.2,0.4013143989818313,0.2202460118933097,0.0663368239790109,0.014801746158174905,1.8,0.29730101898767325,,,,,,,,,,,,
id79,INDUSTRY_W27,"What industry or field do you currently work in? If you have multiple jobs, please choose the one that you consider to be your main or primary occupation.",0.8,2.1,1.5,0.9,0.04468691721513778,0.1639695564236821,0.08998840053049276,0.049386681324624274,1.7,0.10991208061036593,1.9,0.5,1.3,2.3,1.1,0.7,0.13424691841262387,0.03310488249906959,0.07367627093461339,0.20027286847018486,0.060321028786273455,0.04043439479293194
id80,PREDICTA_W27,Do you think the following will or will not happen in the next 20 years? Doctors will rely on computer programs to diagnose most diseases and determine treatments,1.8,2.5,0.7,-1.2,0.29442845443513016,0.5929060972750912,0.09800671869937241,0.014658729590406337,,,,,,,,,,,,,,
id81,PREDICTB_W27,Do you think the following will or will not happen in the next 20 years? Most stores and retail businesses will be fully automated and involve little or no human interaction between customers and employees,1.2,2.8,1.5,-0.5,0.13359027631048262,0.6616769701497229,0.18032801108421687,0.02440474245557752,,,,,,,,,,,,,,
id82,PREDICTC_W27,Do you think the following will or will not happen in the next 20 years? Most deliveries in cities will be made by robots or drones instead of humans,1.2,2.8,0.5,-1.5,0.15344899854271085,0.7600378652730054,0.07620051755781962,0.010312618626463996,,,,,,,,,,,,,,
id83,PREDICTD_W27,"Do you think the following will or will not happen in the next 20 years? When people want to buy most common products, they will create them at home using a 3-D printer",-1.2,0.8,1.5,0.9,0.0318117176547997,0.23505856635465758,0.47334982441082035,0.2597798915797224,,,,,,,,,,,,,,
id84,CARS1_W27,"How much have you seen or heard about the effort to develop driverless vehicles - that is, cars and trucks that can operate on their own without a human driver?",2.1,3.5,1.2,,0.1830908420473247,0.7424699765998746,0.07443918135280059,,,,,,,,,,,,,,,
id85,CARS2_W27,"Has what you've seen or heard about driverless vehicles been mostly positive, mostly negative, or a mix of both?",1.2,-0.8,2.5,,0.20813248761372208,0.028167669161943864,0.7636998432243342,,,,,,,,,,,,,,,
id86,CARS3A_W27,"How enthusiastic are you, if at all, about the development of driverless vehicles?",1.2,2.5,0.8,-1.5,0.18495152200830137,0.6786420033761675,0.12397671274696613,0.012429761868565006,,,,,,,,,,,,,,
id87,CARS3B_W27,"How worried are you, if at all, about the development of driverless vehicles?",1.8,2.5,1.2,-0.5,0.27301345133741,0.5497815768065686,0.14983295890416085,0.027372012951860675,,,,,,,,,,,,,,
id88,CARS4_W27,"How long, if ever, do you think it will take for most of the vehicles on the road to be driverless, rather than driven by humans?",-1.2,2.5,1.0,-0.5,0.016701426045908883,0.6755276625260336,0.15073059552412832,0.033632541918566954,0.8,0.12340777398536228,,,,,,,,,,,,
id89,CARS5_W27,"Would you, personally, want to ride in a driverless vehicle if you had the opportunity?",1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id90,CARS7A_W27,How safe would you feel sharing the road with a driverless passenger vehicle?,-0.8,1.2,0.5,-0.3,0.07295503017510692,0.5390688106630434,0.2676936491075812,0.12028251005426846,,,,,,,,,,,,,,
id91,CARS7B_W27,How safe would you feel sharing the road with a driverless freight truck?,-0.8,1.2,0.5,-0.3,0.07295503017510692,0.5390688106630434,0.2676936491075812,0.12028251005426846,,,,,,,,,,,,,,
id92,CARS8_W27,"If driverless vehicles become widespread, do you think that the number of people killed or injured in traffic accidents will increase, decrease, or stay about the same?",-0.8,2.1,1.5,,0.03430728534512299,0.623505591093229,0.342187123561648,,,,,,,,,,,,,,,
id93,CARS9A_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes",1.8,2.2,0.5,-1.2,0.35534789857700644,0.5301167713521034,0.09684359995006,0.017691730120830196,,,,,,,,,,,,,,
id94,CARS9B_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools",2.1,1.5,-0.8,-1.9,0.6164656134299391,0.33832350190219246,0.0339199231049636,0.011290961562904763,,,,,,,,,,,,,,
id95,CARS9C_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation",2.8,2.1,-0.5,-1.5,0.6463969384543984,0.32099122005221453,0.023841166488662607,0.00877067500472452,,,,,,,,,,,,,,
id96,CARS10A_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Elderly and disabled people will be able to live more independently",2.1,0.8,,,0.7858349830425586,0.2141650169574414,,,,,,,,,,,,,,,,
id97,CARS10B_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Many people who drive for a living would lose their jobs",2.1,0.8,,,0.7858349830425586,0.2141650169574414,,,,,,,,,,,,,,,,
id98,CARS10C_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Owning a car would become much less important to people",1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id99,CARS10D_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Most people would never learn how to drive a car on their own",1.8,2.2,,,0.401312339887548,0.5986876601124521,,,,,,,,,,,,,,,,
id100,CARS10E_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? There would be much less traffic in major cities",1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id101,WORK2_W27,"On a different subject, would you say that society generally places too much importance on working and having a job, not enough importance on working and having a job, or is it just about right?",1.8,0.5,2.2,,0.3617478438013318,0.09858778849736487,0.5396643677013033,,,,,,,,,,,,,,,
id102,WORK3A_W27,What impact have the following technologies had on you and your job or career? Industrial robots,1.2,0.8,2.5,,0.1872793598541862,0.12553710911898316,0.6871835310268307,,,,,,,,,,,,,,,
id103,WORK3B_W27,What impact have the following technologies had on you and your job or career? Word processing or spreadsheet software,3.2,-1.5,0.8,,0.9092452903520597,0.008269837869163852,0.08248487177877643,,,,,,,,,,,,,,,
id104,WORK3C_W27,What impact have the following technologies had on you and your job or career? Email or social media,3.2,1.5,2.1,,0.6598244595647186,0.12053905752947387,0.21963648290580753,,,,,,,,,,,,,,,
id105,WORK3D_W27,What impact have the following technologies had on you and your job or career? Software that manages your daily work schedule or routine,3.2,-1.5,1.8,,0.7963734801523833,0.007243237478427779,0.1963832823691889,,,,,,,,,,,,,,,
id106,WORK3E_W27,What impact have the following technologies had on you and your job or career? Smartphones,3.2,-1.5,0.8,,0.9092452903520597,0.008269837869163852,0.08248487177877643,,,,,,,,,,,,,,,
id107,WORK3F_W27,What impact have the following technologies had on you and your job or career? Technologies that help customers serve themselves on their own,3.2,-1.5,1.8,,0.7963734801523833,0.007243237478427779,0.1963832823691889,,,,,,,,,,,,,,,
id108,WORK4A_W27,"Thinking about how demanding your work is, has technology generally made your work",2.8,0.9,1.5,,0.7031852261495084,0.10517444333293834,0.1916403305175532,,,,,,,,,,,,,,,
id109,WORK4B_W27,"Thinking about how interesting your work is, has technology generally made your work",3.2,-1.5,1.8,,0.7963734801523833,0.007243237478427779,0.1963832823691889,,,,,,,,,,,,,,,
id110,WORK4C_W27,"Thinking about opportunities for advancement in your career, do you feel that technology has",3.2,-1.5,0.8,,0.9092452903520597,0.008269837869163852,0.08248487177877643,,,,,,,,,,,,,,,
id111,ROBJOB1_W27,"Please consider the following scenario - in the future, robots and computers with advanced capabilities may be able to do most of the jobs that are currently done by humans today. How much have you heard, read, or thought about this idea before today?",1.8,2.2,0.5,,0.3617478438013318,0.5396643677013033,0.09858778849736487,,,,,,,,,,,,,,,
id112,ROBJOB2_W27,"Based on what you know, does the idea of robots and computers being able to do most of the jobs currently done by humans in the future seem",1.8,2.5,0.7,-0.9,0.29292618668870024,0.5898809015333724,0.09750665720661361,0.019686254571313764,,,,,,,,,,,,,,
id113,ROBJOB3A_W27,"How enthusiastic are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",1.2,2.5,0.8,-1.5,0.18495152200830137,0.6786420033761675,0.12397671274696613,0.012429761868565006,,,,,,,,,,,,,,
id114,ROBJOB3B_W27,"How worried are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",1.8,2.2,0.5,-1.5,0.3569848074643681,0.5325587524580582,0.097289709664166,0.013166730413407723,,,,,,,,,,,,,,
id115,ROBJOB4A_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? Inequality between rich and poor would be much worse than it is today,1.8,0.9,,,0.7109495026250039,0.289050497374996,,,,,,,,,,,,,,,,
id116,ROBJOB4B_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? People would have a hard time finding things to do with their lives,1.8,2.2,,,0.401312339887548,0.5986876601124521,,,,,,,,,,,,,,,,
id117,ROBJOB4C_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? People would be able to focus less on work and more on the things that really matter to them in life,1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id118,ROBJOB4D_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? The economy as a whole would be much more efficient,2.1,1.5,,,0.6456563062257954,0.3543436937742045,,,,,,,,,,,,,,,,
id119,ROBJOB4E_W27,"Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? The economy would create many new, better-paying jobs for humans",1.8,2.1,,,0.425557483188341,0.574442516811659,,,,,,,,,,,,,,,,
id120,ROBJOB4F_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? Humans would find their jobs more meaningful and fulfilling since machines would mostly be doing things that humans find unappealing,1.2,2.5,,,0.2141650169574414,0.7858349830425586,,,,,,,,,,,,,,,,
id121,ROBJOB5B_W27,Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do,3.2,2.8,-1.5,-2.9,0.5946511636175544,0.39860659537126547,0.0054085171119475145,0.0013337238992324836,,,,,,,,,,,,,,
id122,ROBJOB5C_W27,"Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service",2.1,1.5,-0.8,-1.5,0.6130611781839627,0.336455108224872,0.03373260011525645,0.016751113475908765,,,,,,,,,,,,,,
id123,ROBJOB5D_W27,Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper,1.2,2.5,0.8,-0.5,0.1810839608414905,0.6644507740749749,0.12138420896758384,0.03308105611595089,,,,,,,,,,,,,,
id124,ROBJOB6_W27,"Which of the following statements best describes how you feel, even if neither is exactly right?",1.8,2.2,,,0.401312339887548,0.5986876601124521,,,,,,,,,,,,,,,,
