input_id,qkey,question_raw,logit_A,logit_B,logit_C,logit_D,pred_A,pred_B,pred_C,pred_D,logit_E,pred_E,logit_F,logit_G,logit_H,logit_I,logit_J,logit_K,pred_F,pred_G,pred_H,pred_I,pred_J,pred_K
id38,GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?",-1.5,-0.8,0.2,1.0,0.0483788394585001,0.09742301894383408,0.2648232220686455,0.5893749195290203,,,,,,,,,,,,,,
id39,GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?",1.5,1.0,-0.5,-1.5,0.5581437888270917,0.33853132045180473,0.07553654774767062,0.027788342973433033,,,,,,,,,,,,,,
id40,GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,2.0,1.5,-1.0,-2.5,0.5997265038610029,0.3637525120339653,0.029858624449747774,0.006662359655284043,,,,,,,,,,,,,,
id41,GROWUPGUN1_W26,"Thinking about when you were growing up, as far as you know, were there ever any guns in your household or not?",1.5,2.5,,,0.2689414213699951,0.7310585786300049,,,,,,,,,,,,,,,,
id42,GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,2.0,1.0,,,0.7310585786300049,0.2689414213699951,,,,,,,,,,,,,,,,
id43,GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,1.5,2.8,,,0.21416501695744145,0.7858349830425586,,,,,,,,,,,,,,,,
id44,GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet",1.5,2.8,,,0.21416501695744145,0.7858349830425586,,,,,,,,,,,,,,,,
id45,GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?",1.5,2.0,0.5,-1.0,0.3227174658639722,0.5320711503963734,0.1187211209983021,0.026490262741352265,,,,,,,,,,,,,,
id46,GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?",-1.0,-0.5,0.5,1.0,0.06887305426370378,0.11355246954265256,0.3086676145344417,0.508906861659202,,,,,,,,,,,,,,
id47,GROWUPGUN7_W26,"How often, if ever, did you use air guns, such as paintball, BB or pellet guns when you were growing up?",-1.0,-0.5,0.5,1.5,0.05177885129942981,0.08536889350978889,0.23205671194331448,0.6307955432474668,,,,,,,,,,,,,,
id48,GUNRESPNOKIDSA_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,1.5,2.0,-0.5,-2.5,0.3568405376559764,0.5883305846814784,0.048293115233976724,0.006535762428568614,,,,,,,,,,,,,,
id49,GUNRESPNOKIDSB_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,-1.5,-0.8,1.2,-2.0,0.05405400995750582,0.10885140890156346,0.8043091668212915,0.03278541431963925,,,,,,,,,,,,,,
id50,GUNRESPNOKIDSC_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,1.5,2.0,-0.5,-1.8,0.35449180017419757,0.5844581712359789,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id51,GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,-1.0,-0.5,1.5,-2.0,0.06579339240542931,0.10847496553035157,0.8015276056333362,0.02420403643088275,,,,,,,,,,,,,,
id52,GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,-1.0,-0.5,2.0,-2.5,0.043558961698018504,0.07181658668113527,0.874905133521268,0.009719318099578189,,,,,,,,,,,,,,
id53,GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,1.5,2.0,-0.5,-1.8,0.35449180017419757,0.5844581712359789,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id54,GUNRESPNOKIDSG_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep their shooting skills up-to-date,1.5,2.0,-0.5,-1.8,0.35449180017419757,0.5844581712359789,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id55,GUNRESPKIDSA_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns in a locked place",2.0,1.5,-0.5,-2.5,0.5883305846814784,0.3568405376559764,0.048293115233976724,0.006535762428568614,,,,,,,,,,,,,,
id56,GUNRESPKIDSB_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns unloaded",-1.0,-0.5,-2.0,-2.5,0.3086676145344417,0.508906861659202,0.11355246954265256,0.06887305426370378,,,,,,,,,,,,,,
id57,GUNRESPKIDSC_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Take gun safety courses",2.0,1.5,-0.5,-1.8,0.5844581712359789,0.35449180017419757,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id58,GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house",1.5,2.0,-0.5,-2.5,0.3568405376559764,0.5883305846814784,0.048293115233976724,0.006535762428568614,,,,,,,,,,,,,,
id59,GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house",1.5,2.0,-0.5,-2.5,0.3568405376559764,0.5883305846814784,0.048293115233976724,0.006535762428568614,,,,,,,,,,,,,,
id60,GUNRESPKIDSF_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Store guns and ammunition separately",2.0,1.5,-0.5,-1.8,0.5844581712359789,0.35449180017419757,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id61,GUNRESPKIDSG_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep their shooting skills up-to-date",2.0,1.5,-0.5,-1.8,0.5844581712359789,0.35449180017419757,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id62,GUNRESPKIDSH_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Talk to their children about gun safety",2.0,1.5,-0.5,-2.5,0.5883305846814784,0.3568405376559764,0.048293115233976724,0.006535762428568614,,,,,,,,,,,,,,
id63,GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?",2.0,0.5,-1.5,,0.7978760262069925,0.178030205506159,0.024093768286848397,,,,,,,,,,,,,,,
id64,CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?",-2.0,-1.5,-0.5,2.5,0.010293621260017524,0.016971312323921947,0.04613280989522008,0.9266022565208404,,,,,,,,,,,,,,
id65,NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,2.0,1.5,,,0.6224593312018546,0.37754066879814546,,,,,,,,,,,,,,,,
id66,GUNKILLF1_W26,"Which comes closer to your view, even if neither is exactly right?",-1.0,1.5,,,0.07585818002124356,0.9241418199787566,,,,,,,,,,,,,,,,
id67,GUNKILLF2_W26,"Thinking about people who commit suicide using a gun, which comes closer to your view, even if neither is exactly right?",1.5,2.8,,,0.21416501695744145,0.7858349830425586,,,,,,,,,,,,,,,,
id68,DEFENDGUN_W26,"Not including in military combat or as part of your job, have you ever used a gun to defend yourself, your family or possessions, either by firing it or threatening to fire it?",-1.0,2.5,,,0.029312230751356316,0.9706877692486436,,,,,,,,,,,,,,,,
id69,GUNTHREAT_W26,Has anyone ever used a gun to threaten or intimidate you or someone in your family?,-1.0,2.0,,,0.04742587317756679,0.9525741268224334,,,,,,,,,,,,,,,,
id70,CRIMEVICTIM_W26,"Have you ever been a victim of a violent crime, whether a gun was used or not?",-1.0,2.5,,,0.029312230751356316,0.9706877692486436,,,,,,,,,,,,,,,,
id71,MARGUN_W26,Now thinking about your spouse or partner. Does your spouse or partner own any guns?,1.0,2.5,,,0.18242552380635632,0.8175744761936437,,,,,,,,,,,,,,,,
id72,GUNASSOCIATIONA_W26,Are you currently a member of a gun or shooting club or gun range,1.0,2.5,,,0.18242552380635632,0.8175744761936437,,,,,,,,,,,,,,,,
id73,GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports",-0.5,0.5,-1.5,-2.0,0.23205671194331448,0.6307955432474668,0.08536889350978889,0.05177885129942981,,,,,,,,,,,,,,
id74,GUNACTIVITYB_W26,"How often, if ever, do you watch TV programs about guns or watch gun-oriented videos",-1.0,-0.5,1.5,2.0,0.028639548019030403,0.04721863200221315,0.348901120779115,0.5752406991996414,,,,,,,,,,,,,,
id75,GUNACTIVITYC_W26,"How often, if ever, do you listen to gun-oriented podcasts or radio shows",-1.0,-0.5,1.5,2.5,0.020856507002567314,0.03438656672763891,0.25408427060014604,0.6906726556696478,,,,,,,,,,,,,,
id76,GUNACTIVITYD_W26,"How often, if ever, do you participate in online discussion forums about guns",-0.5,0.5,-1.5,-2.0,0.23205671194331448,0.6307955432474668,0.08536889350978889,0.05177885129942981,,,,,,,,,,,,,,
id77,GUNACTIVITYE_W26,"How often, if ever, do you attend gun shows",-1.0,-0.5,0.8,1.5,0.047890741611952115,0.07895848436522919,0.28972210356160166,0.583428670461217,,,,,,,,,,,,,,
id78,CAREREL_W27,"How likely is it that, at some point in your life, you will be responsible for caring for an aging parent or family member?",3.5,2.8,0.5,-1.5,0.6115477393589015,0.30368561993248977,0.03044716910967427,0.004120576255210812,1.0,0.05019889534372385,,,,,,,,,,,,
id79,INDUSTRY_W27,"What industry or field do you currently work in? If you have multiple jobs, please choose the one that you consider to be your main or primary occupation.",0.5,1.0,-1.5,-2.0,0.09297635989282714,0.15329210222757442,0.012582982000404998,0.007631964373857835,1.5,0.25273594957294043,-0.5,-1.0,-2.5,2.0,-3.0,-3.5,0.03420409131952815,0.02074583007290457,0.004629020386579308,0.41669113593150187,0.0028076427888951774,0.0017029214329860097
id80,PREDICTA_W27,Do you think the following will or will not happen in the next 20 years? Doctors will rely on computer programs to diagnose most diseases and determine treatments,1.5,2.8,-0.5,-2.0,0.20683253344852492,0.7589299257379183,0.02799173949680229,0.006245801316754624,,,,,,,,,,,,,,
id81,PREDICTB_W27,Do you think the following will or will not happen in the next 20 years? Most stores and retail businesses will be fully automated and involve little or no human interaction between customers and employees,-1.5,-0.8,1.2,2.5,0.01379469517239384,0.02777910475213801,0.20526136339161874,0.7531648366838495,,,,,,,,,,,,,,
id82,PREDICTC_W27,Do you think the following will or will not happen in the next 20 years? Most deliveries in cities will be made by robots or drones instead of humans,0.5,1.2,-0.8,-1.5,0.2922592407116107,0.5885378372662717,0.07964993490189436,0.0395529871202232,,,,,,,,,,,,,,
id83,PREDICTD_W27,"Do you think the following will or will not happen in the next 20 years? When people want to buy most common products, they will create them at home using a 3-D printer",-2.0,-1.0,1.5,2.5,0.007883273001795048,0.02142895774956127,0.26105814836820007,0.7096296208804436,,,,,,,,,,,,,,
id84,CARS1_W27,"How much have you seen or heard about the effort to develop driverless vehicles - that is, cars and trucks that can operate on their own without a human driver?",2.0,1.5,-1.0,,0.6037488961486258,0.3661922162818002,0.030058887569574023,,,,,,,,,,,,,,,
id85,CARS2_W27,"Has what you've seen or heard about driverless vehicles been mostly positive, mostly negative, or a mix of both?",2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id86,CARS3A_W27,"How enthusiastic are you, if at all, about the development of driverless vehicles?",2.0,1.5,0.5,-1.0,0.5320711503963734,0.3227174658639722,0.1187211209983021,0.026490262741352265,,,,,,,,,,,,,,
id87,CARS3B_W27,"How worried are you, if at all, about the development of driverless vehicles?",-1.0,-0.5,0.5,1.0,0.06887305426370378,0.11355246954265256,0.3086676145344417,0.508906861659202,,,,,,,,,,,,,,
id88,CARS4_W27,"How long, if ever, do you think it will take for most of the vehicles on the road to be driverless, rather than driven by humans?",1.5,2.0,0.5,-1.0,0.3208211636474141,0.5289446765962583,0.11802351039858253,0.026334604776515596,-2.5,0.005876044581229529,,,,,,,,,,,,
id89,CARS5_W27,"Would you, personally, want to ride in a driverless vehicle if you had the opportunity?",2.0,1.0,,,0.7310585786300049,0.2689414213699951,,,,,,,,,,,,,,,,
id90,CARS7A_W27,How safe would you feel sharing the road with a driverless passenger vehicle?,2.5,2.0,0.5,-0.5,0.5581437888270917,0.33853132045180473,0.07553654774767062,0.027788342973433033,,,,,,,,,,,,,,
id91,CARS7B_W27,How safe would you feel sharing the road with a driverless freight truck?,2.5,1.8,-0.5,-1.5,0.6391050439059817,0.31737017238267407,0.0318191665151938,0.011705617196150563,,,,,,,,,,,,,,
id92,CARS8_W27,"If driverless vehicles become widespread, do you think that the number of people killed or injured in traffic accidents will increase, decrease, or stay about the same?",-0.5,1.2,0.3,,0.11494928933645024,0.629226362544157,0.25582434811939275,,,,,,,,,,,,,,,
id93,CARS9A_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes",1.5,2.0,-0.5,-1.8,0.35449180017419757,0.5844581712359789,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id94,CARS9B_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools",0.5,1.0,-0.8,-1.5,0.32716214500753915,0.5393991874418096,0.08916208599175827,0.044276581558893066,,,,,,,,,,,,,,
id95,CARS9C_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation",0.5,1.0,-0.8,-1.5,0.32716214500753915,0.5393991874418096,0.08916208599175827,0.044276581558893066,,,,,,,,,,,,,,
id96,CARS10A_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Elderly and disabled people will be able to live more independently",2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id97,CARS10B_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Many people who drive for a living would lose their jobs",1.5,2.8,,,0.21416501695744145,0.7858349830425586,,,,,,,,,,,,,,,,
id98,CARS10C_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Owning a car would become much less important to people",2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id99,CARS10D_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Most people would never learn how to drive a car on their own",-1.0,2.5,,,0.029312230751356316,0.9706877692486436,,,,,,,,,,,,,,,,
id100,CARS10E_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? There would be much less traffic in major cities",2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id101,WORK2_W27,"On a different subject, would you say that society generally places too much importance on working and having a job, not enough importance on working and having a job, or is it just about right?",-0.5,0.8,1.2,,0.09858778849736488,0.3617478438013318,0.5396643677013033,,,,,,,,,,,,,,,
id102,WORK3A_W27,What impact have the following technologies had on you and your job or career? Industrial robots,2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id103,WORK3B_W27,What impact have the following technologies had on you and your job or career? Word processing or spreadsheet software,2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id104,WORK3C_W27,What impact have the following technologies had on you and your job or career? Email or social media,2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id105,WORK3D_W27,What impact have the following technologies had on you and your job or career? Software that manages your daily work schedule or routine,2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id106,WORK3E_W27,What impact have the following technologies had on you and your job or career? Smartphones,2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id107,WORK3F_W27,What impact have the following technologies had on you and your job or career? Technologies that help customers serve themselves on their own,2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id108,WORK4A_W27,"Thinking about how demanding your work is, has technology generally made your work",1.5,-0.5,0.8,,0.6127749156110307,0.08293006676451029,0.30429501762445904,,,,,,,,,,,,,,,
id109,WORK4B_W27,"Thinking about how interesting your work is, has technology generally made your work",1.5,-0.5,0.8,,0.6127749156110307,0.08293006676451029,0.30429501762445904,,,,,,,,,,,,,,,
id110,WORK4C_W27,"Thinking about opportunities for advancement in your career, do you feel that technology has",2.0,-1.5,0.5,,0.7978760262069925,0.024093768286848397,0.178030205506159,,,,,,,,,,,,,,,
id111,ROBJOB1_W27,"Please consider the following scenario - in the future, robots and computers with advanced capabilities may be able to do most of the jobs that are currently done by humans today. How much have you heard, read, or thought about this idea before today?",1.5,2.0,-1.0,,0.3661922162818002,0.6037488961486258,0.030058887569574023,,,,,,,,,,,,,,,
id112,ROBJOB2_W27,"Based on what you know, does the idea of robots and computers being able to do most of the jobs currently done by humans in the future seem",-1.0,-0.5,0.2,1.5,0.055092375122004995,0.0908319707170402,0.18291312695631873,0.6711625272046361,,,,,,,,,,,,,,
id113,ROBJOB3A_W27,"How enthusiastic are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",-2.0,-1.5,-0.5,1.0,0.03674316349497249,0.0605792352069736,0.16467143424506275,0.738006167052991,,,,,,,,,,,,,,
id114,ROBJOB3B_W27,"How worried are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",-1.0,-0.5,0.5,1.0,0.06887305426370378,0.11355246954265256,0.3086676145344417,0.508906861659202,,,,,,,,,,,,,,
id115,ROBJOB4A_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? Inequality between rich and poor would be much worse than it is today,2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id116,ROBJOB4B_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? People would have a hard time finding things to do with their lives,-0.5,1.0,,,0.18242552380635632,0.8175744761936437,,,,,,,,,,,,,,,,
id117,ROBJOB4C_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? People would be able to focus less on work and more on the things that really matter to them in life,2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id118,ROBJOB4D_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? The economy as a whole would be much more efficient,2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id119,ROBJOB4E_W27,"Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? The economy would create many new, better-paying jobs for humans",2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id120,ROBJOB4F_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? Humans would find their jobs more meaningful and fulfilling since machines would mostly be doing things that humans find unappealing,2.0,-1.5,,,0.9706877692486436,0.029312230751356316,,,,,,,,,,,,,,,,
id121,ROBJOB5B_W27,Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do,2.0,1.5,-0.5,-1.8,0.5844581712359789,0.35449180017419757,0.047975248181631736,0.013074780408191853,,,,,,,,,,,,,,
id122,ROBJOB5C_W27,"Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service",1.5,1.0,-0.5,-1.5,0.5581437888270917,0.33853132045180473,0.07553654774767062,0.027788342973433033,,,,,,,,,,,,,,
