input_id,qkey,question_raw,pred_A,pred_B,pred_C,pred_D,pred_E,pred_F,pred_G,pred_H,pred_I,pred_J,pred_K
id17,REASONGUNC_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For sport shooting, including target shooting and trap and skeet",0.25510204081632654,0.35714285714285715,0.3877551020408163,,,,,,,,
id18,REASONGUND_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. As part of a gun collection",0.1836734693877551,0.22448979591836735,0.5918367346938775,,,,,,,,
id19,REASONGUNE_W26,"Please indicate whether the following is a major reason, a minor reason, or not a reason why you own a gun. For my job",0.0816326530612245,0.12244897959183673,0.7959183673469388,,,,,,,,
id20,IMPREASONGUN_W26,Which of the following is the most important reason why you own a gun?,0.6701030927835051,0.15463917525773194,0.10309278350515463,0.041237113402061855,0.03092783505154639,,,,,,
id21,GUNIDENTITY_W26,"How important, if at all, is being a gun owner to your overall identity?",0.1836734693877551,0.22448979591836735,0.25510204081632654,0.33673469387755106,,,,,,,
id22,GUNFRIEND_W26,"As far as you know, how many of your friends, if any, own guns?",0.08247422680412371,0.2268041237113402,0.36082474226804123,0.32989690721649484,,,,,,,
id23,GUNSOCIETY_W26,Do you feel that society in general tends to look at most gun owners in a positive way or a negative way?,0.2777777777777778,0.7222222222222222,,,,,,,,,
id24,GUNCOMMUNITY_W26,Do you feel that people in your local community tend to look at most gun owners in a positive way or a negative way?,0.5454545454545454,0.45454545454545453,,,,,,,,,
id25,SHOOTFREQ_W26,"How often, if ever, do you go shooting or to a gun range?",0.0816326530612245,0.12244897959183673,0.15306122448979592,0.6428571428571429,,,,,,,
id26,GUNSAFE_W26,Does having a gun in your household make you feel,0.4329896907216495,0.32989690721649484,0.2371134020618557,,,,,,,,
id27,GUNSAFE2_W26,Would having a gun in your household make you feel,0.4329896907216495,0.32989690721649484,0.2371134020618557,,,,,,,,
id28,GUNCOURSES_W26,"Have you ever taken any gun safety courses such as weapons training, hunter safety or firearm safety?",0.2631578947368421,0.7368421052631579,,,,,,,,,
id29,GUNACCESS_W26,"Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you",0.08247422680412371,0.12371134020618557,0.15463917525773196,0.6391752577319588,,,,,,,
id30,GUNLOCKED1_W26,"In general, as far as you know, how many of the guns in your home would you say are kept in a locked place?",0.4421052631578947,0.2947368421052632,0.2631578947368421,,,,,,,,
id31,GUNLOADED1_W26,"In general, as far as you know, how many of the guns in your home would you say are kept loaded?",0.2777777777777778,0.3888888888888889,0.33333333333333337,,,,,,,,
id32,GUNLOCKED2_W26,"In general, is the gun in your home kept in a locked place, or not?",0.5789473684210527,0.42105263157894735,,,,,,,,,
id33,GUNLOADED2_W26,"In general, is the gun in your home kept loaded, or not?",0.4468085106382979,0.5531914893617021,,,,,,,,,
id34,GUNCONTRIBA_W26,"How much, if at all, do you think the ease with which people can legally obtain guns contributes to gun violence in the country today?",0.4285714285714286,0.28571428571428575,0.1836734693877551,0.10204081632653063,,,,,,,
id35,GUNCONTRIBB_W26,"How much, if at all, do you think the ease with which people can illegally obtain guns contributes to gun violence in the country today?",0.42857142857142855,0.35714285714285715,0.15306122448979592,0.061224489795918366,,,,,,,
id36,GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?",0.25252525252525254,0.35353535353535354,0.25252525252525254,0.14141414141414144,,,,,,,
id37,GUNCONTRIBD_W26,"How much, if at all, do you think lack of economic opportunities contributes to gun violence in the country today?",0.42857142857142855,0.35714285714285715,0.15306122448979592,0.061224489795918366,,,,,,,
id38,GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?",0.25510204081632654,0.30612244897959184,0.25510204081632654,0.1836734693877551,,,,,,,
id39,GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?",0.28571428571428575,0.35714285714285715,0.25510204081632654,0.10204081632653061,,,,,,,
id40,GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,0.25510204081632654,0.30612244897959184,0.25510204081632654,0.1836734693877551,,,,,,,
id41,GROWUPGUN1_W26,"Thinking about when you were growing up, as far as you know, were there ever any guns in your household or not?",0.4468085106382979,0.5531914893617021,,,,,,,,,
id42,GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,0.6842105263157895,0.3157894736842105,,,,,,,,,
id43,GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,0.2916666666666667,0.7083333333333334,,,,,,,,,
id44,GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet",0.32989690721649484,0.6701030927835052,,,,,,,,,
id45,GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?",0.18947368421052632,0.33684210526315794,0.2631578947368421,0.2105263157894737,,,,,,,
id46,GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?",0.18181818181818182,0.22222222222222224,0.15151515151515152,0.4444444444444445,,,,,,,
id47,GROWUPGUN7_W26,"How often, if ever, did you use air guns, such as paintball, BB or pellet guns when you were growing up?",0.25252525252525254,0.30303030303030304,0.20202020202020204,0.24242424242424243,,,,,,,
id48,GUNRESPNOKIDSA_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,,,,,,,
id49,GUNRESPNOKIDSB_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id50,GUNRESPNOKIDSC_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,,,,,,,
id51,GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,,,,,,,
id52,GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id53,GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,,,,,,,
id54,GUNRESPNOKIDSG_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep their shooting skills up-to-date,0.2631578947368421,0.42105263157894735,0.2631578947368421,0.05263157894736842,,,,,,,
id55,GUNRESPKIDSA_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns in a locked place",0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,,,,,,,
id56,GUNRESPKIDSB_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns unloaded",0.2916666666666667,0.3645833333333333,0.2604166666666667,0.08333333333333334,,,,,,,
id57,GUNRESPKIDSC_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Take gun safety courses",0.5473684210526315,0.3368421052631579,0.08421052631578947,0.03157894736842105,,,,,,,
id58,GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house",0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,,,,,,,
id59,GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house",0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,,,,,,,
id60,GUNRESPKIDSF_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Store guns and ammunition separately",0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,,,,,,,
id61,GUNRESPKIDSG_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep their shooting skills up-to-date",0.2631578947368421,0.42105263157894735,0.2631578947368421,0.05263157894736842,,,,,,,
id62,GUNRESPKIDSH_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Talk to their children about gun safety",0.6632653061224489,0.2551020408163265,0.05102040816326531,0.03061224489795918,,,,,,,
id63,GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?",0.28571428571428575,0.12244897959183673,0.5918367346938775,,,,,,,,
id64,CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?",0.030612244897959183,0.05102040816326531,0.07142857142857144,0.846938775510204,,,,,,,
id65,NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,0.7222222222222222,0.2777777777777778,,,,,,,,,
id66,GUNKILLF1_W26,"Which comes closer to your view, even if neither is exactly right?",0.4736842105263158,0.5263157894736842,,,,,,,,,
id67,GUNKILLF2_W26,"Thinking about people who commit suicide using a gun, which comes closer to your view, even if neither is exactly right?",0.42105263157894735,0.5789473684210527,,,,,,,,,
id68,DEFENDGUN_W26,"Not including in military combat or as part of your job, have you ever used a gun to defend yourself, your family or possessions, either by firing it or threatening to fire it?",0.15463917525773196,0.845360824742268,,,,,,,,,
id69,GUNTHREAT_W26,Has anyone ever used a gun to threaten or intimidate you or someone in your family?,0.12371134020618557,0.8762886597938144,,,,,,,,,
id70,CRIMEVICTIM_W26,"Have you ever been a victim of a violent crime, whether a gun was used or not?",0.21428571428571427,0.7857142857142857,,,,,,,,,
id71,MARGUN_W26,Now thinking about your spouse or partner. Does your spouse or partner own any guns?,0.4329896907216495,0.5670103092783506,,,,,,,,,
id72,GUNASSOCIATIONA_W26,Are you currently a member of a gun or shooting club or gun range,0.0816326530612245,0.9183673469387755,,,,,,,,,
id73,GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports",0.0816326530612245,0.12244897959183673,0.15306122448979592,0.6428571428571429,,,,,,,
id74,GUNACTIVITYB_W26,"How often, if ever, do you watch TV programs about guns or watch gun-oriented videos",0.1836734693877551,0.2755102040816327,0.25510204081632654,0.28571428571428575,,,,,,,
id75,GUNACTIVITYC_W26,"How often, if ever, do you listen to gun-oriented podcasts or radio shows",0.0816326530612245,0.12244897959183673,0.15306122448979592,0.6428571428571429,,,,,,,
id76,GUNACTIVITYD_W26,"How often, if ever, do you participate in online discussion forums about guns",0.08247422680412371,0.12371134020618557,0.15463917525773196,0.6391752577319588,,,,,,,
id77,GUNACTIVITYE_W26,"How often, if ever, do you attend gun shows",0.08247422680412371,0.12371134020618557,0.15463917525773196,0.6391752577319588,,,,,,,
id78,CAREREL_W27,"How likely is it that, at some point in your life, you will be responsible for caring for an aging parent or family member?",0.28571428571428575,0.25510204081632654,0.15306122448979592,0.0816326530612245,0.22448979591836735,,,,,,
id79,INDUSTRY_W27,"What industry or field do you currently work in? If you have multiple jobs, please choose the one that you consider to be your main or primary occupation.",0.08080808080808081,0.14141414141414144,0.11111111111111112,0.09090909090909091,0.09090909090909091,0.08080808080808081,0.04040404040404041,0.06060606060606061,0.07070707070707072,0.12121212121212122,0.11111111111111112
id80,PREDICTA_W27,Do you think the following will or will not happen in the next 20 years? Doctors will rely on computer programs to diagnose most diseases and determine treatments,0.2631578947368421,0.4736842105263158,0.2105263157894737,0.052631578947368425,,,,,,,
id81,PREDICTB_W27,Do you think the following will or will not happen in the next 20 years? Most stores and retail businesses will be fully automated and involve little or no human interaction between customers and employees,0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473685,,,,,,,
id82,PREDICTC_W27,Do you think the following will or will not happen in the next 20 years? Most deliveries in cities will be made by robots or drones instead of humans,0.1935483870967742,0.3440860215053763,0.3010752688172043,0.16129032258064516,,,,,,,
id83,PREDICTD_W27,"Do you think the following will or will not happen in the next 20 years? When people want to buy most common products, they will create them at home using a 3-D printer",0.08421052631578949,0.23157894736842105,0.3684210526315789,0.3157894736842105,,,,,,,
id84,CARS1_W27,"How much have you seen or heard about the effort to develop driverless vehicles - that is, cars and trucks that can operate on their own without a human driver?",0.42857142857142855,0.3877551020408163,0.1836734693877551,,,,,,,,
id85,CARS2_W27,"Has what you've seen or heard about driverless vehicles been mostly positive, mostly negative, or a mix of both?",0.2631578947368421,0.15789473684210525,0.5789473684210527,,,,,,,,
id86,CARS3A_W27,"How enthusiastic are you, if at all, about the development of driverless vehicles?",0.18947368421052632,0.33684210526315794,0.2631578947368421,0.2105263157894737,,,,,,,
id87,CARS3B_W27,"How worried are you, if at all, about the development of driverless vehicles?",0.2828282828282828,0.3232323232323232,0.2222222222222222,0.1717171717171717,,,,,,,
id88,CARS4_W27,"How long, if ever, do you think it will take for most of the vehicles on the road to be driverless, rather than driven by humans?",0.08247422680412371,0.4329896907216495,0.2577319587628866,0.10309278350515465,0.12371134020618557,,,,,,
id89,CARS5_W27,"Would you, personally, want to ride in a driverless vehicle if you had the opportunity?",0.5670103092783506,0.4329896907216495,,,,,,,,,
id90,CARS7A_W27,How safe would you feel sharing the road with a driverless passenger vehicle?,0.1836734693877551,0.326530612244898,0.25510204081632654,0.23469387755102042,,,,,,,
id91,CARS7B_W27,How safe would you feel sharing the road with a driverless freight truck?,0.18556701030927836,0.32989690721649484,0.2577319587628866,0.2268041237113402,,,,,,,
id92,CARS8_W27,"If driverless vehicles become widespread, do you think that the number of people killed or injured in traffic accidents will increase, decrease, or stay about the same?",0.2631578947368421,0.4736842105263158,0.2631578947368421,,,,,,,,
id93,CARS9A_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to travel in dedicated lanes",0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id94,CARS9B_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Restricting them from traveling near certain areas, such as schools",0.29166666666666674,0.43750000000000006,0.18750000000000003,0.08333333333333334,,,,,,,
id95,CARS9C_W27,"Would you strongly favor, favor, oppose, or strongly oppose the following rules and regulations for driverless vehicles? Requiring them to have a person in the driver's seat who could take control in an emergency situation",0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,,,,,,,
id96,CARS10A_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Elderly and disabled people will be able to live more independently",0.7222222222222222,0.2777777777777778,,,,,,,,,
id97,CARS10B_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Many people who drive for a living would lose their jobs",0.6391752577319588,0.36082474226804123,,,,,,,,,
id98,CARS10C_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Owning a car would become much less important to people",0.5360824742268041,0.4639175257731959,,,,,,,,,
id99,CARS10D_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? Most people would never learn how to drive a car on their own",0.4329896907216495,0.5670103092783506,,,,,,,,,
id100,CARS10E_W27,"If driverless vehicles become widespread, which of the following do you think are likely to happen as a result? There would be much less traffic in major cities",0.4468085106382979,0.5531914893617021,,,,,,,,,
id101,WORK2_W27,"On a different subject, would you say that society generally places too much importance on working and having a job, not enough importance on working and having a job, or is it just about right?",0.4421052631578947,0.18947368421052632,0.3684210526315789,,,,,,,,
id102,WORK3A_W27,What impact have the following technologies had on you and your job or career? Industrial robots,0.25510204081632654,0.15306122448979592,0.5918367346938775,,,,,,,,
id103,WORK3B_W27,What impact have the following technologies had on you and your job or career? Word processing or spreadsheet software,0.7653061224489796,0.05102040816326531,0.1836734693877551,,,,,,,,
id104,WORK3C_W27,What impact have the following technologies had on you and your job or career? Email or social media,0.663265306122449,0.25510204081632654,0.0816326530612245,,,,,,,,
id105,WORK3D_W27,What impact have the following technologies had on you and your job or career? Software that manages your daily work schedule or routine,0.6326530612244898,0.0816326530612245,0.28571428571428575,,,,,,,,
id106,WORK3E_W27,What impact have the following technologies had on you and your job or career? Smartphones,0.663265306122449,0.15306122448979592,0.1836734693877551,,,,,,,,
id107,WORK3F_W27,What impact have the following technologies had on you and your job or career? Technologies that help customers serve themselves on their own,0.5612244897959183,0.1530612244897959,0.2857142857142857,,,,,,,,
id108,WORK4A_W27,"Thinking about how demanding your work is, has technology generally made your work",0.5612244897959184,0.25510204081632654,0.1836734693877551,,,,,,,,
id109,WORK4B_W27,"Thinking about how interesting your work is, has technology generally made your work",0.5612244897959183,0.1530612244897959,0.2857142857142857,,,,,,,,
id110,WORK4C_W27,"Thinking about opportunities for advancement in your career, do you feel that technology has",0.5612244897959183,0.1530612244897959,0.2857142857142857,,,,,,,,
id111,ROBJOB1_W27,"Please consider the following scenario - in the future, robots and computers with advanced capabilities may be able to do most of the jobs that are currently done by humans today. How much have you heard, read, or thought about this idea before today?",0.43298969072164945,0.3917525773195876,0.17525773195876287,,,,,,,,
id112,ROBJOB2_W27,"Based on what you know, does the idea of robots and computers being able to do most of the jobs currently done by humans in the future seem",0.2631578947368421,0.42105263157894735,0.21052631578947367,0.10526315789473684,,,,,,,
id113,ROBJOB3A_W27,"How enthusiastic are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",0.18947368421052632,0.33684210526315794,0.2631578947368421,0.2105263157894737,,,,,,,
id114,ROBJOB3B_W27,"How worried are you, if at all, about the possibility of robots and computers being able to do most of the jobs currently done by humans in the future, for society as a whole?",0.288659793814433,0.36082474226804123,0.2268041237113402,0.12371134020618557,,,,,,,
id115,ROBJOB4A_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? Inequality between rich and poor would be much worse than it is today,0.6391752577319588,0.36082474226804123,,,,,,,,,
id116,ROBJOB4B_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? People would have a hard time finding things to do with their lives,0.4329896907216495,0.5670103092783506,,,,,,,,,
id117,ROBJOB4C_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? People would be able to focus less on work and more on the things that really matter to them in life,0.5789473684210527,0.42105263157894735,,,,,,,,,
id118,ROBJOB4D_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? The economy as a whole would be much more efficient,0.6391752577319588,0.36082474226804123,,,,,,,,,
id119,ROBJOB4E_W27,"Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? The economy would create many new, better-paying jobs for humans",0.4468085106382979,0.5531914893617021,,,,,,,,,
id120,ROBJOB4F_W27,Do you think the following are likely to happen as a result of robots and computers being able to do most of the jobs currently done by humans in the future? Humans would find their jobs more meaningful and fulfilling since machines would mostly be doing things that humans find unappealing,0.4329896907216495,0.5670103092783506,,,,,,,,,
id121,ROBJOB5B_W27,Would you favor or oppose the following? If robots and computers were mostly limited to doing jobs that are dangerous or unhealthy for humans to do,0.42105263157894735,0.36842105263157887,0.15789473684210525,0.05263157894736842,,,,,,,
id122,ROBJOB5C_W27,"Would you favor or oppose the following? If people had the option of paying extra to interact with a human, rather than a robot or computer, when buying a product or service",0.28571428571428575,0.35714285714285715,0.25510204081632654,0.10204081632653061,,,,,,,
id123,ROBJOB5D_W27,Would you favor or oppose the following? If the federal government created a national service program that paid people to perform tasks even if a robot or computer could do those tasks faster or cheaper,0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id124,ROBJOB6_W27,"Which of the following statements best describes how you feel, even if neither is exactly right?",0.5306122448979592,0.46938775510204084,,,,,,,,,
id125,ROBJOB7_W27,"Which of the following statements best describes how you feel, even if neither is exactly right?",0.4329896907216495,0.5670103092783506,,,,,,,,,
id126,ROBJOB8A_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a software engineer will be mostly replaced by robots or computers in your lifetime?",0.15789473684210525,0.3684210526315789,0.2631578947368421,0.2105263157894737,,,,,,,
id127,ROBJOB8B_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a legal clerk will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473685,,,,,,,
id128,ROBJOB8C_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a nurse will be mostly replaced by robots or computers in your lifetime?",0.15789473684210525,0.2631578947368421,0.3684210526315789,0.2105263157894737,,,,,,,
id129,ROBJOB8D_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a construction worker will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id130,ROBJOB8E_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a fast food worker will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id131,ROBJOB8F_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a teacher will be mostly replaced by robots or computers in your lifetime?",0.15789473684210525,0.2631578947368421,0.3684210526315789,0.2105263157894737,,,,,,,
id132,ROBJOB8G_W27,"Do you think it is very likely, somewhat likely, not very likely, or not at all likely that the job of a insurance claims processor will be mostly replaced by robots or computers in your lifetime?",0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,,,,,,,
id133,ROBJOB9_W27,"How likely, if at all, do you think it is that your own job or profession will be mostly done by robots or computers in your lifetime?",0.15789473684210525,0.2631578947368421,0.3684210526315789,0.2105263157894737,,,,,,,
id134,WORK5A_W27,"Have you yourself ever lost a job because your employer replaced your position with a machine, robot or computer program?",0.08602150537634409,0.913978494623656,,,,,,,,,
id135,WORK6_W27,"Have you ever had your pay or hours reduced because your employer replaced some aspect of your job with a machine, robot or computer program?",0.1276595744680851,0.8723404255319149,,,,,,,,,
id136,WORK7_W27,"Do you personally know anyone who has lost a job, or had their pay or hours reduced, because their employer replaced their work with a machine, robot or computer program?",0.25510204081632654,0.7448979591836735,,,,,,,,,
id137,CAREGIV1_W27,"Please consider the following scenario - in the future, people could be provided with a robot caregiver that would allow them to continue living in their own home as they age. How much have you heard, read, or thought about this idea before today?",0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id138,CAREGIV2_W27,Based on what you know does the concept of a robot caregiver for the elderly seem,0.2631578947368421,0.42105263157894735,0.21052631578947367,0.10526315789473684,,,,,,,
id139,CAREGIV3A_W27,"How enthusiastic are you, if at all, about the possibility of a robot caregiver for society as a whole?",0.18556701030927836,0.32989690721649484,0.2577319587628866,0.2268041237113402,,,,,,,
id140,CAREGIV3B_W27,"How worried are you, if at all, about the possibility of a robot caregiver for society as a whole?",0.2631578947368421,0.3684210526315789,0.2631578947368421,0.10526315789473685,,,,,,,
id141,CAREGIV4_W27,"Would you, personally, be interested in this type of robot caregiver for yourself or a member of your family?",0.4329896907216495,0.5670103092783506,,,,,,,,,
id142,CAREGIV6A_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Young people would feel less worried about caring for their aging relatives",0.6326530612244898,0.3673469387755102,,,,,,,,,
id143,CAREGIV6B_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Society would save money on caring for older adults",0.6391752577319588,0.36082474226804123,,,,,,,,,
id144,CAREGIV6C_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Many older adults would treat their robot caregiver like a human friend",0.42857142857142855,0.5714285714285715,,,,,,,,,
id145,CAREGIV6D_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Older adults would feel more isolated than they do today",0.5306122448979592,0.46938775510204084,,,,,,,,,
id146,CAREGIV6E_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? Older adults would feel more independent and self-sufficient",0.6326530612244898,0.3673469387755102,,,,,,,,,
id147,CAREGIV6F_W27,"If robot caregivers such as these were developed, do you think the following are likely or not likely to happen as a result? These robots would only be used by people who could not afford a human caregiver for their loved one",0.5670103092783506,0.4329896907216495,,,,,,,,,
id148,CAREGIV7_W27,"Would you feel better, worse, or would it not make a difference if the robot caregiver in this scenario had a camera so that a human operator could monitor the situation at all times?",0.4329896907216495,0.288659793814433,0.27835051546391754,,,,,,,,
id149,HIRING1_W27,"Please consider the following scenario - computer programs being used to screen and rank job applicants. How much have you heard, read, or thought about this idea before today?",0.25510204081632654,0.45918367346938777,0.28571428571428575,,,,,,,,
id150,HIRING2_W27,"Based on what you know, does the concept of using computer programs to make hiring decisions seem",0.2631578947368421,0.42105263157894735,0.21052631578947367,0.10526315789473684,,,,,,,
id151,HIRING3A_W27,"How enthusiastic are you, if at all, about the possibility of using computer programs to make hiring decisions for society as a whole?",0.12244897959183673,0.28571428571428575,0.35714285714285715,0.23469387755102042,,,,,,,
id152,HIRING3B_W27,"How worried are you, if at all, about the possibility of using computer programs to make hiring decisions for society as a whole?",0.2828282828282829,0.35353535353535354,0.22222222222222224,0.14141414141414144,,,,,,,
