input_id,qkey,question_raw,pred_A,pred_B,pred_C,pred_D,pred_E
id25,SHOOTFREQ_W26,"How often, if ever, do you go shooting or to a gun range?",0.0816326530612245,0.12244897959183673,0.15306122448979592,0.6428571428571429,
id26,GUNSAFE_W26,Does having a gun in your household make you feel,0.4421052631578947,0.2947368421052632,0.2631578947368421,,
id27,GUNSAFE2_W26,Would having a gun in your household make you feel,0.4329896907216495,0.32989690721649484,0.2371134020618557,,
id28,GUNCOURSES_W26,"Have you ever taken any gun safety courses such as weapons training, hunter safety or firearm safety?",0.28571428571428575,0.7142857142857143,,,
id29,GUNACCESS_W26,"Thinking about when you're at home, would you say there is a gun that is both loaded and easily accessible to you",0.08247422680412371,0.12371134020618557,0.15463917525773196,0.6391752577319588,
id30,GUNLOCKED1_W26,"In general, as far as you know, how many of the guns in your home would you say are kept in a locked place?",0.4421052631578947,0.2947368421052632,0.2631578947368421,,
id31,GUNLOADED1_W26,"In general, as far as you know, how many of the guns in your home would you say are kept loaded?",0.2777777777777778,0.3888888888888889,0.33333333333333337,,
id32,GUNLOCKED2_W26,"In general, is the gun in your home kept in a locked place, or not?",0.5789473684210527,0.42105263157894735,,,
id33,GUNLOADED2_W26,"In general, is the gun in your home kept loaded, or not?",0.4468085106382979,0.5531914893617021,,,
id34,GUNCONTRIBA_W26,"How much, if at all, do you think the ease with which people can legally obtain guns contributes to gun violence in the country today?",0.4285714285714286,0.28571428571428575,0.1836734693877551,0.10204081632653063,
id35,GUNCONTRIBB_W26,"How much, if at all, do you think the ease with which people can illegally obtain guns contributes to gun violence in the country today?",0.42857142857142855,0.35714285714285715,0.15306122448979592,0.061224489795918366,
id36,GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?",0.288659793814433,0.32989690721649484,0.25773195876288657,0.12371134020618556,
id37,GUNCONTRIBD_W26,"How much, if at all, do you think lack of economic opportunities contributes to gun violence in the country today?",0.42857142857142855,0.35714285714285715,0.15306122448979592,0.061224489795918366,
id38,GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?",0.25510204081632654,0.30612244897959184,0.25510204081632654,0.1836734693877551,
id39,GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?",0.33333333333333337,0.3958333333333334,0.18750000000000003,0.08333333333333334,
id40,GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,0.25510204081632654,0.30612244897959184,0.25510204081632654,0.1836734693877551,
id41,GROWUPGUN1_W26,"Thinking about when you were growing up, as far as you know, were there ever any guns in your household or not?",0.4468085106382979,0.5531914893617021,,,
id42,GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,0.6842105263157895,0.3157894736842105,,,
id43,GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,0.32989690721649484,0.6701030927835052,,,
id44,GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet",0.2916666666666667,0.7083333333333334,,,
id45,GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?",0.18947368421052632,0.33684210526315794,0.2631578947368421,0.2105263157894737,
id46,GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?",0.18181818181818182,0.22222222222222224,0.15151515151515152,0.4444444444444445,
id47,GROWUPGUN7_W26,"How often, if ever, did you use air guns, such as paintball, BB or pellet guns when you were growing up?",0.25252525252525254,0.30303030303030304,0.20202020202020204,0.24242424242424243,
id48,GUNRESPNOKIDSA_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns in a locked place,0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,
id49,GUNRESPNOKIDSB_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep all of their guns unloaded,0.2631578947368421,0.36842105263157887,0.21052631578947367,0.15789473684210525,
id50,GUNRESPNOKIDSC_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Take gun safety courses,0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,
id51,GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,0.29166666666666674,0.43750000000000006,0.18750000000000003,0.08333333333333334,
id52,GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,0.2631578947368421,0.42105263157894735,0.21052631578947367,0.10526315789473684,
id53,GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,
id54,GUNRESPNOKIDSG_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Keep their shooting skills up-to-date,0.2631578947368421,0.42105263157894735,0.2631578947368421,0.05263157894736842,
id55,GUNRESPKIDSA_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns in a locked place",0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,
id56,GUNRESPKIDSB_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep all of their guns unloaded",0.29166666666666674,0.43750000000000006,0.18750000000000003,0.08333333333333334,
id57,GUNRESPKIDSC_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Take gun safety courses",0.5473684210526315,0.3368421052631579,0.08421052631578947,0.03157894736842105,
id58,GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house",0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,
id59,GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house",0.42857142857142855,0.3877551020408163,0.12244897959183673,0.061224489795918366,
id60,GUNRESPKIDSF_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Store guns and ammunition separately",0.43298969072164945,0.3917525773195876,0.12371134020618556,0.05154639175257732,
id61,GUNRESPKIDSG_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Keep their shooting skills up-to-date",0.2631578947368421,0.42105263157894735,0.2631578947368421,0.05263157894736842,
id62,GUNRESPKIDSH_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Talk to their children about gun safety",0.6632653061224489,0.2551020408163265,0.05102040816326531,0.03061224489795918,
id63,GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?",0.25510204081632654,0.15306122448979592,0.5918367346938775,,
id64,CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?",0.030612244897959183,0.05102040816326531,0.07142857142857144,0.846938775510204,
id65,NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,0.7222222222222222,0.2777777777777778,,,
id66,GUNKILLF1_W26,"Which comes closer to your view, even if neither is exactly right?",0.5789473684210527,0.42105263157894735,,,
id67,GUNKILLF2_W26,"Thinking about people who commit suicide using a gun, which comes closer to your view, even if neither is exactly right?",0.42105263157894735,0.5789473684210527,,,
id68,DEFENDGUN_W26,"Not including in military combat or as part of your job, have you ever used a gun to defend yourself, your family or possessions, either by firing it or threatening to fire it?",0.15463917525773196,0.845360824742268,,,
id69,GUNTHREAT_W26,Has anyone ever used a gun to threaten or intimidate you or someone in your family?,0.12371134020618557,0.8762886597938144,,,
id70,CRIMEVICTIM_W26,"Have you ever been a victim of a violent crime, whether a gun was used or not?",0.21428571428571427,0.7857142857142857,,,
id71,MARGUN_W26,Now thinking about your spouse or partner. Does your spouse or partner own any guns?,0.4329896907216495,0.5670103092783506,,,
id72,GUNASSOCIATIONA_W26,Are you currently a member of a gun or shooting club or gun range,0.0816326530612245,0.9183673469387755,,,
id73,GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports",0.0816326530612245,0.12244897959183673,0.15306122448979592,0.6428571428571429,
id74,GUNACTIVITYB_W26,"How often, if ever, do you watch TV programs about guns or watch gun-oriented videos",0.1836734693877551,0.2755102040816327,0.25510204081632654,0.28571428571428575,
id75,GUNACTIVITYC_W26,"How often, if ever, do you listen to gun-oriented podcasts or radio shows",0.0816326530612245,0.12244897959183673,0.15306122448979592,0.6428571428571429,
id76,GUNACTIVITYD_W26,"How often, if ever, do you participate in online discussion forums about guns",0.0816326530612245,0.12244897959183673,0.15306122448979592,0.6428571428571429,
id77,GUNACTIVITYE_W26,"How often, if ever, do you attend gun shows",0.08247422680412371,0.12371134020618557,0.15463917525773196,0.6391752577319588,
